add-none,1,10,20,151376,7568,0
add-none,1,20,40,143425,3585,0
add-none,1,40,80,153064,1913,0
add-none,1,80,160,141021,881,0
add-none,1,100,200,153340,766,0
add-none,1,1000,2000,74978,37,0
add-none,1,10000,20000,253817,12,0
add-none,1,100000,200000,1588743,7,0
add-none,2,10,40,145458,3636,0
add-none,2,20,80,61843,773,0
add-none,2,40,160,162405,1015,0
add-none,2,80,320,117505,367,0
add-none,2,100,400,107805,269,0
add-none,2,1000,4000,143467,35,-178
add-none,2,10000,40000,545212,13,-166
add-none,2,100000,400000,4057769,10,39413
add-none,4,10,80,191394,2392,0
add-none,4,20,160,157283,983,0
add-none,4,40,320,162010,506,0
add-none,4,80,640,161528,252,0
add-none,4,100,800,158536,198,51
add-none,4,1000,8000,178679,22,260
add-none,4,10000,80000,1079163,13,-8871
add-none,4,100000,800000,9801878,12,-45158
add-none,8,10,160,210839,1317,0
add-none,8,20,320,235913,737,0
add-none,8,40,640,253845,396,0
add-none,8,80,1280,228282,178,0
add-none,8,100,1600,176854,110,0
add-none,8,1000,16000,291509,18,2053
add-none,8,10000,160000,1998616,12,-4134
add-none,8,100000,1600000,20325610,12,-35339
add-none,12,10,240,333392,1389,0
add-none,12,20,480,276844,576,0
add-none,12,40,960,307494,320,0
add-none,12,80,1920,287661,149,0
add-none,12,100,2400,319700,133,-8
add-none,12,1000,24000,364059,15,5010
add-none,12,10000,240000,2960368,12,-1529
add-none,12,100000,2400000,29419707,12,-23096
add-m,1,10,20,136700,6835,0
add-s,1,10,20,132347,6617,0
add-c,1,10,20,83560,4178,0
add-m,1,20,40,117773,2944,0
add-s,1,20,40,78323,1958,0
add-c,1,20,40,71385,1784,0
add-m,1,40,80,124385,1554,0
add-s,1,40,80,92749,1159,0
add-c,1,40,80,64856,810,0
add-m,1,80,160,137322,858,0
add-s,1,80,160,141014,881,0
add-c,1,80,160,90188,563,0
add-m,1,100,200,136303,681,0
add-s,1,100,200,168062,840,0
add-c,1,100,200,97299,486,0
add-m,1,1000,2000,159067,79,0
add-s,1,1000,2000,138137,69,0
add-c,1,1000,2000,145537,72,0
add-m,1,10000,20000,276194,13,0
add-s,1,10000,20000,195817,9,0
add-c,1,10000,20000,556844,27,0
add-m,1,100000,200000,1480463,7,0
add-s,1,100000,200000,1443659,7,0
add-c,1,100000,200000,4030067,20,0
add-m,2,10,40,127554,3188,0
add-s,2,10,40,90671,2266,0
add-c,2,10,40,133786,3344,0
add-m,2,20,80,111115,1388,0
add-s,2,20,80,63109,788,0
add-c,2,20,80,132503,1656,0
add-m,2,40,160,116754,729,0
add-s,2,40,160,913748,5710,0
add-c,2,40,160,125708,785,0
add-m,2,80,320,110972,346,0
add-s,2,80,320,119102,372,0
add-c,2,80,320,110056,343,0
add-m,2,100,400,108026,270,0
add-s,2,100,400,111995,279,0
add-c,2,100,400,112881,282,0
add-m,2,1000,4000,88436,22,0
add-s,2,1000,4000,83554,20,0
add-c,2,1000,4000,270946,67,0
add-m,2,10000,40000,300282,7,0
add-s,2,10000,40000,393096,9,0
add-c,2,10000,40000,1663511,41,0
add-m,2,100000,400000,2731351,6,0
add-s,2,100000,400000,2682963,6,0
add-c,2,100000,400000,17363783,43,0
add-m,4,10,80,166228,2077,0
add-s,4,10,80,169094,2113,0
add-c,4,10,80,107562,1344,0
add-m,4,20,160,94707,591,0
add-s,4,20,160,107428,671,0
add-c,4,20,160,162272,1014,0
add-m,4,40,320,163203,510,0
add-s,4,40,320,161339,504,0
add-c,4,40,320,174962,546,0
add-m,4,80,640,169193,264,0
add-s,4,80,640,170757,266,0
add-c,4,80,640,177395,277,0
add-m,4,100,800,169651,212,0
add-s,4,100,800,157944,197,0
add-c,4,100,800,159617,199,0
add-m,4,1000,8000,182573,22,0
add-s,4,1000,8000,182073,22,0
add-c,4,1000,8000,596925,74,0
add-m,4,10000,80000,646573,8,0
add-s,4,10000,80000,854013,10,0
add-c,4,10000,80000,6245025,78,0
add-m,4,100000,800000,5575467,6,0
add-s,4,100000,800000,8098973,10,0
add-c,4,100000,800000,57206814,71,0
add-m,8,10,160,228728,1429,0
add-s,8,10,160,200119,1250,0
add-c,8,10,160,225275,1407,0
add-m,8,20,320,165198,516,0
add-s,8,20,320,216064,675,0
add-c,8,20,320,205803,643,0
add-m,8,40,640,291586,455,0
add-s,8,40,640,197029,307,0
add-c,8,40,640,219018,342,0
add-m,8,80,1280,241568,188,0
add-s,8,80,1280,181341,141,0
add-c,8,80,1280,234078,182,0
add-m,8,100,1600,232367,145,0
add-s,8,100,1600,225178,140,0
add-c,8,100,1600,251245,157,0
add-m,8,1000,16000,205129,12,0
add-s,8,1000,16000,227454,14,0
add-c,8,1000,16000,1456011,91,0
add-m,8,10000,160000,1356195,8,0
add-s,8,10000,160000,2692988,16,0
add-c,8,10000,160000,13303160,83,0
add-m,8,100000,1600000,11543565,7,0
add-s,8,100000,1600000,27234576,17,0
add-c,8,100000,1600000,133792849,83,0
add-m,12,10,240,348047,1450,0
add-s,12,10,240,379693,1582,0
add-c,12,10,240,317568,1323,0
add-m,12,20,480,300110,625,0
add-s,12,20,480,359714,749,0
add-c,12,20,480,360076,750,0
add-m,12,40,960,327816,341,0
add-s,12,40,960,311069,324,0
add-c,12,40,960,331959,345,0
add-m,12,80,1920,313809,163,0
add-s,12,80,1920,341290,177,0
add-c,12,80,1920,323594,168,0
add-m,12,100,2400,281871,117,0
add-s,12,100,2400,297891,124,0
add-c,12,100,2400,323361,134,0
add-m,12,1000,24000,322745,13,0
add-s,12,1000,24000,285075,11,0
add-c,12,1000,24000,2373229,98,0
add-m,12,10000,240000,1948433,8,0
add-s,12,10000,240000,4992339,20,0
add-c,12,10000,240000,18885290,78,0
add-m,12,100000,2400000,16540013,6,0
add-s,12,100000,2400000,48161150,20,0
add-c,12,100000,2400000,188624142,78,0
add-yield-none,1,10,20,137920,6896,0
add-yield-none,1,20,40,147576,3689,0
add-yield-none,1,40,80,167555,2094,0
add-yield-none,1,80,160,170123,1063,0
add-yield-none,1,100,200,191630,958,0
add-yield-none,1,1000,2000,605331,302,0
add-yield-none,1,10000,20000,4603016,230,0
add-yield-none,1,100000,200000,43408803,217,0
add-yield-none,2,10,40,136646,3416,0
add-yield-none,2,20,80,108352,1354,0
add-yield-none,2,40,160,169071,1056,0
add-yield-none,2,80,320,147873,462,8
add-yield-none,2,100,400,156444,391,7
add-yield-none,2,1000,4000,719419,179,-72
add-yield-none,2,10000,40000,6629812,165,-1124
add-yield-none,2,100000,400000,61590257,153,-1478
add-yield-none,4,10,80,166745,2084,4
add-yield-none,4,20,160,166055,1037,10
add-yield-none,4,40,320,179586,561,2
add-yield-none,4,80,640,203670,318,11
add-yield-none,4,100,800,216944,271,90
add-yield-none,4,1000,8000,882201,110,244
add-yield-none,4,10000,80000,7222176,90,-738
add-yield-none,4,100000,800000,68372742,85,300
add-yield-none,8,10,160,220517,1378,3
add-yield-none,8,20,320,267714,836,44
add-yield-none,8,40,640,263390,411,12
add-yield-none,8,80,1280,305051,238,86
add-yield-none,8,100,1600,298373,186,187
add-yield-none,8,1000,16000,1166469,72,273
add-yield-none,8,10000,160000,10098342,63,711
add-yield-none,8,100000,1600000,97914941,61,-13978
add-yield-none,12,10,240,341976,1424,5
add-yield-none,12,20,480,323448,673,13
add-yield-none,12,40,960,356953,371,41
add-yield-none,12,80,1920,332266,173,232
add-yield-none,12,100,2400,354673,147,239
add-yield-none,12,1000,24000,1582037,65,329
add-yield-none,12,10000,240000,14131104,58,-5643
add-yield-none,12,100000,2400000,141621651,59,-11210
add-yield-m,1,10,20,129150,6457,0
add-yield-s,1,10,20,137131,6856,0
add-yield-c,1,10,20,125343,6267,0
add-yield-m,1,20,40,114914,2872,0
add-yield-s,1,20,40,112405,2810,0
add-yield-c,1,20,40,113135,2828,0
add-yield-m,1,40,80,89249,1115,0
add-yield-s,1,40,80,118434,1480,0
add-yield-c,1,40,80,154229,1927,0
add-yield-m,1,80,160,182322,1139,0
add-yield-s,1,80,160,153846,961,0
add-yield-c,1,80,160,203424,1271,0
add-yield-m,1,100,200,152147,760,0
add-yield-s,1,100,200,196965,984,0
add-yield-c,1,100,200,215635,1078,0
add-yield-m,1,1000,2000,582077,291,0
add-yield-s,1,1000,2000,519619,259,0
add-yield-c,1,1000,2000,598265,299,0
add-yield-m,1,10000,20000,4684516,234,0
add-yield-s,1,10000,20000,4454796,222,0
add-yield-c,1,10000,20000,4868844,243,0
add-yield-m,1,100000,200000,43234153,216,0
add-yield-s,1,100000,200000,43146979,215,0
add-yield-c,1,100000,200000,45181582,225,0
add-yield-m,2,10,40,140730,3518,0
add-yield-s,2,10,40,133430,3335,0
add-yield-c,2,10,40,135544,3388,0
add-yield-m,2,20,80,154530,1931,0
add-yield-s,2,20,80,147284,1841,0
add-yield-c,2,20,80,143019,1787,0
add-yield-m,2,40,160,164613,1028,0
add-yield-s,2,40,160,147800,923,0
add-yield-c,2,40,160,147494,921,0
add-yield-m,2,80,320,198598,620,0
add-yield-s,2,80,320,178259,557,0
add-yield-c,2,80,320,198615,620,0
add-yield-m,2,100,400,206549,516,0
add-yield-s,2,100,400,193773,484,0
add-yield-c,2,100,400,229560,573,0
add-yield-m,2,1000,4000,1076826,269,0
add-yield-s,2,1000,4000,1097934,274,0
add-yield-c,2,1000,4000,1345412,336,0
add-yield-m,2,10000,40000,9155819,228,0
add-yield-s,2,10000,40000,9184995,229,0
add-yield-c,2,10000,40000,11830299,295,0
add-yield-m,2,100000,400000,87281206,218,0
add-yield-s,2,100000,400000,86471352,216,0
add-yield-c,2,100000,400000,116578662,291,0
add-yield-m,4,10,80,182149,2276,0
add-yield-s,4,10,80,138567,1732,0
add-yield-c,4,10,80,186377,2329,0
add-yield-m,4,20,160,175184,1094,0
add-yield-s,4,20,160,170207,1063,0
add-yield-c,4,20,160,201055,1256,0
add-yield-m,4,40,320,210580,658,0
add-yield-s,4,40,320,180479,563,0
add-yield-c,4,40,320,222173,694,0
add-yield-m,4,80,640,251357,392,0
add-yield-s,4,80,640,279915,437,0
add-yield-c,4,80,640,307198,479,0
add-yield-m,4,100,800,314983,393,0
add-yield-s,4,100,800,309435,386,0
add-yield-c,4,100,800,405484,506,0
add-yield-m,4,1000,8000,2138984,267,0
add-yield-s,4,1000,8000,2481061,310,0
add-yield-c,4,1000,8000,3256927,407,0
add-yield-m,4,10000,80000,18722613,234,0
add-yield-s,4,10000,80000,23302408,291,0
add-yield-c,4,10000,80000,30450864,380,0
add-yield-m,4,100000,800000,172753193,215,0
add-yield-s,4,100000,800000,224305403,280,0
add-yield-c,4,100000,800000,262822394,328,0
add-yield-m,8,10,160,268694,1679,0
add-yield-s,8,10,160,257516,1609,0
add-yield-c,8,10,160,261884,1636,0
add-yield-m,8,20,320,261260,816,0
add-yield-s,8,20,320,277127,866,0
add-yield-c,8,20,320,238099,744,0
add-yield-m,8,40,640,366147,572,0
add-yield-s,8,40,640,311546,486,0
add-yield-c,8,40,640,351729,549,0
add-yield-m,8,80,1280,469912,367,0
add-yield-s,8,80,1280,547696,427,0
add-yield-c,8,80,1280,691340,540,0
add-yield-m,8,100,1600,490740,306,0
add-yield-s,8,100,1600,674903,421,0
add-yield-c,8,100,1600,800455,500,0
add-yield-m,8,1000,16000,4240341,265,0
add-yield-s,8,1000,16000,5506044,344,0
add-yield-c,8,1000,16000,8234677,514,0
add-yield-m,8,10000,160000,36274716,226,0
add-yield-s,8,10000,160000,52827260,330,0
add-yield-c,8,10000,160000,76560426,478,0
add-yield-m,8,100000,1600000,346654264,216,0
add-yield-s,8,100000,1600000,541314271,338,0
add-yield-c,8,100000,1600000,807616643,504,0
add-yield-m,12,10,240,338236,1409,0
add-yield-s,12,10,240,298822,1245,0
add-yield-c,12,10,240,292657,1219,0
add-yield-m,12,20,480,316768,659,0
add-yield-s,12,20,480,347195,723,0
add-yield-c,12,20,480,367317,765,0
add-yield-m,12,40,960,460160,479,0
add-yield-s,12,40,960,432738,450,0
add-yield-c,12,40,960,646404,673,0
add-yield-m,12,80,1920,723333,376,0
add-yield-s,12,80,1920,835344,435,0
add-yield-c,12,80,1920,1059715,551,0
add-yield-m,12,100,2400,771802,321,0
add-yield-s,12,100,2400,1001102,417,0
add-yield-c,12,100,2400,1301249,542,0
add-yield-m,12,1000,24000,6145401,256,0
add-yield-s,12,1000,24000,8662193,360,0
add-yield-c,12,1000,24000,12992849,541,0
add-yield-m,12,10000,240000,55616918,231,0
add-yield-s,12,10000,240000,83846667,349,0
add-yield-c,12,10000,240000,127181068,529,0
add-yield-m,12,100000,2400000,523742099,218,0
add-yield-s,12,100000,2400000,849416086,353,0
add-yield-c,12,100000,2400000,1176745055,490,0
